path	kind	type	sentence	basis
README.md	ungrounded	ASSUMPTION	Ward's answer is always `true`; see [Courthouse docs/FAIL-DIRECTION.md](https://github.com/Clear-Sig	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	The seven introduced-Python rows accept a narrow, auditable escape hatch: put a tokenized Python com	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	The annotation is written by the same agent Ward constrains, so it is an audit trail, not a control 	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	A bare `ward-allow`, a string or docstring mention, or a comment on another line does not exempt the	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	- **A string literal disarmed every other line.** The marker was once regex-scanned over the raw int	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	It evaluates the current pending `PreToolUse` event and keeps no state or history; it does not judge	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	- Python inspection covers only introduced `.py` text: Write `content`, Edit `new_string`, and each 	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	Host-designated Claude plan storage is the row's sanctioned out-of-`cwd` case unless the path indepe	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	It is not a general secret scanner and does not decode transformed values. - `{}` means only that no	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	The full boundary and one named reachable bypass for every row are documented in [SECURITY.md](SECUR	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	Installation is through Courthouse's marketplace: `claude plugin marketplace add Clear-Sights/Courth	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	<!-- BEGIN GENERATED replay-summary --> Beyond the unit suite, `python3 eval/replay.py` replays reco	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	- `ward.cert_none_mode` - `ward.cert_reqs_none` - `ward.cert_verify_disabled` - `ward.integrity_supp	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	and a benign control that stays silent — 12/12, standard library only. <!-- END GENERATED replay-sum	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	<!-- BEGIN GENERATED suite-count --> The shipped suite contains 128 tests.	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	Ward's security boundary and named non-claims are documented in [SECURITY.md](SECURITY.md).	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	Ward is licensed under [Apache License 2.0](LICENSE); attribution and porting notes are in [NOTICE](	carries a claim signal (a number, flag, path or symbol) but names no basis for it
README.md	ungrounded	ASSUMPTION	The README structure and local house-style influences are recorded in [docs/README-PRIOR-ART.md](doc	carries a claim signal (a number, flag, path or symbol) but names no basis for it
SECURITY.md	unbound	AMBIGUOUS	When a Ward predicate returns a deny and the Claude Code host honors it, that submitted tool call is	'it': 7 candidate antecedents in the preceding 2 sentences: Claude, Code, PreToolUse, Ward
SECURITY.md	unbound	AMBIGUOUS	- `forbidden_location` lexically normalizes the path string and compares it with the event's `cwd`.	'it': 2 candidate antecedents in the preceding 2 sentences: forbidden_location, string
SECURITY.md	unbound	AMBIGUOUS	It does not resolve symlinks, inspect mounts, or open the target. - The writer resolves the pathname	'it': 4 candidate antecedents in the preceding 2 sentences: cwd, event, forbidden_location, string
SECURITY.md	unbound	AMBIGUOUS	An allow for one of these shapes means only that no exact Ward predicate matched; it is never a safe	'it': 4 candidate antecedents in the preceding 2 sentences: Ward, below, one, that
SECURITY.md	unbound	AMBIGUOUS	- `forbidden_location.symlink_resolution`: an in-cwd lexical pathname can resolve outside `cwd` when	'such': 24 candidate antecedents in the preceding 2 sentences: "none", AST, TLS, Ward
SECURITY.md	unbound	AMBIGUOUS	For each trial it points an in-workspace symlink at an in-workspace directory, asks Ward to validate	'it': 3 candidate antecedents in the preceding 2 sentences: check, tests/test_path_reliability.py, trial
SECURITY.md	unbound	UNBOUND	Run it with:	'it': no candidate antecedent in this sentence or the preceding 2
SECURITY.md	unbound	AMBIGUOUS	It demonstrates a structural limit, not the probability of winning a scheduler race.	'it': 4 candidate antecedents in the preceding 2 sentences: <elapsed>, Ward, after, performs
SECURITY.md	unbound	AMBIGUOUS	The current `PreToolUse` contract returns a decision and may replace JSON input; it does not return 	'it': 4 candidate antecedents in the preceding 2 sentences: JSON, PreToolUse, current, decision
SECURITY.md	ungrounded	ASSUMPTION	Ward is a policy filter over a `PreToolUse` event.	carries a claim signal (a number, flag, path or symbol) but names no basis for it
SECURITY.md	ungrounded	ASSUMPTION	- `forbidden_location` lexically normalizes the path string and compares it with the event's `cwd`.	carries a claim signal (a number, flag, path or symbol) but names no basis for it
SECURITY.md	ungrounded	ASSUMPTION	An allowed event therefore does not prove that the later write will land inside `cwd`.	carries a claim signal (a number, flag, path or symbol) but names no basis for it
SECURITY.md	ungrounded	ASSUMPTION	- `forbidden_location.symlink_resolution`: an in-cwd lexical pathname can resolve outside `cwd` when	carries a claim signal (a number, flag, path or symbol) but names no basis for it
SECURITY.md	ungrounded	ASSUMPTION	`tests/test_path_reliability.py` makes the check/use boundary cooperative and repeatable.	carries a claim signal (a number, flag, path or symbol) but names no basis for it
SECURITY.md	ungrounded	ASSUMPTION	`<elapsed>` is machine-specific.	carries a claim signal (a number, flag, path or symbol) but names no basis for it
SECURITY.md	ungrounded	ASSUMPTION	The cooperative measurement performs the filesystem write after Ward returns and must report 1,000/1	carries a claim signal (a number, flag, path or symbol) but names no basis for it
SECURITY.md	ungrounded	ASSUMPTION	On Linux, `openat2(dirfd, relative_path, ...)` with `RESOLVE_BENEATH` and explicit `RESOLVE_NO_MAGIC	carries a claim signal (a number, flag, path or symbol) but names no basis for it
SECURITY.md	ungrounded	ASSUMPTION	`RESOLVE_NO_SYMLINKS` can additionally reject all symlinks.	carries a claim signal (a number, flag, path or symbol) but names no basis for it
SECURITY.md	ungrounded	ASSUMPTION	`O_PATH` directory descriptors and the fd-relative `*at()` family provide stable object references f	carries a claim signal (a number, flag, path or symbol) but names no basis for it
SECURITY.md	ungrounded	ASSUMPTION	- [`openat2(2)` resolution restrictions](https://man7.org/linux/man-pages/man2/openat2.2.html) - [La	carries a claim signal (a number, flag, path or symbol) but names no basis for it
SECURITY.md	ungrounded	ASSUMPTION	The current `PreToolUse` contract returns a decision and may replace JSON input; it does not return 	carries a claim signal (a number, flag, path or symbol) but names no basis for it
SECURITY.md	ungrounded	ASSUMPTION	- [Claude Code `PreToolUse` input and decision schema](https://code.claude.com/docs/en/hooks#pretool	carries a claim signal (a number, flag, path or symbol) but names no basis for it
docs/README-PRIOR-ART.md	unbound	CATAPHORIC	It adopts durable structural conventions from well-known open-source security and command-line proje	'it': the only candidate follows the reference rather than preceding it
docs/README-PRIOR-ART.md	unbound	CATAPHORIC	It adopts durable structural conventions from well-known open-source security and command-line proje	'their': the only candidate follows the reference rather than preceding it
